0,0,0
0,7,5.24
0,16,5.98
0,27,6.58
0,38,7.32
0,48,7.70
0,52,8.70
0,76,9.54
0,80,10.54
0,90,11.22
0,100,12.31
0,110,14.00
0,123,14.28
0,130,14.76
48,0,2.76
48,14,5.92 
48,23,6.74 
48,32,7.88
48,42,8.62
48,52,9.20
48,62,9.96
48,72,10.72
48,82,11.66
48,92,12.58
48,102,14.00
48,112,14.88
68,0,2.34
68,11,5.78
68,22,6.58
68,32,7.84
68,40,9.12
68,50,11.62
68,70,11.89
68,82,12.70
68,94,13.50
68,102,14.28
68,110,14.58
18,0,4.18
28,0,3.78
38,0,3.38
58,0,2.68
78,0,2.38
88,0,2.46
